City,StationId,StationName,Date,year,month,day_of_week,season,PM2.5,NO2,AQI_Bucket
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-10,2018,5,3,Pre-Monsoon,116.29,83.75,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-11,2018,5,4,Pre-Monsoon,151.21,111.35,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-12,2018,5,5,Pre-Monsoon,175.29,121.68,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-13,2018,5,6,Pre-Monsoon,106.3,32.57,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-14,2018,5,0,Pre-Monsoon,57.04,54.18,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-15,2018,5,1,Pre-Monsoon,69.0,65.71,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-16,2018,5,2,Pre-Monsoon,92.0,63.52,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-17,2018,5,3,Pre-Monsoon,113.7,75.88,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-18,2018,5,4,Pre-Monsoon,106.62,93.44,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-19,2018,5,5,Pre-Monsoon,109.12,76.63,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-20,2018,5,6,Pre-Monsoon,100.96,74.28,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-21,2018,5,0,Pre-Monsoon,101.96,86.51,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-22,2018,5,1,Pre-Monsoon,111.29,100.02,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-23,2018,5,2,Pre-Monsoon,159.08,128.11,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-24,2018,5,3,Pre-Monsoon,126.67,119.62,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-25,2018,5,4,Pre-Monsoon,97.38,94.69,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-26,2018,5,5,Pre-Monsoon,116.57,93.27,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-27,2018,5,6,Pre-Monsoon,123.3,101.35,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-29,2018,5,1,Pre-Monsoon,120.38,81.02,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-30,2018,5,2,Pre-Monsoon,81.58,51.46,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-05-31,2018,5,3,Pre-Monsoon,83.96,87.53,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-01,2018,6,4,Monsoon,90.38,53.82,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-02,2018,6,5,Monsoon,129.12,41.97,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-03,2018,6,6,Monsoon,130.0,60.92,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-04,2018,6,0,Monsoon,86.13,47.92,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-05,2018,6,1,Monsoon,81.0,44.2,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-06,2018,6,2,Monsoon,80.68,65.14,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-07,2018,6,3,Monsoon,73.33,66.66,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-08,2018,6,4,Monsoon,77.79,39.04,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-09,2018,6,5,Monsoon,62.5,44.94,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-10,2018,6,6,Monsoon,60.74,62.6,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-11,2018,6,0,Monsoon,64.0,66.88,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-12,2018,6,1,Monsoon,121.91,52.58,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-13,2018,6,2,Monsoon,150.61,31.85,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-14,2018,6,3,Monsoon,117.58,29.37,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-15,2018,6,4,Monsoon,110.13,26.87,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-16,2018,6,5,Monsoon,93.12,27.57,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-17,2018,6,6,Monsoon,87.09,28.07,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-18,2018,6,0,Monsoon,58.81,45.85,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-19,2018,6,1,Monsoon,54.0,53.21,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-20,2018,6,2,Monsoon,66.44,78.02,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-21,2018,6,3,Monsoon,59.49,75.24,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-22,2018,6,4,Monsoon,74.33,98.8,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-23,2018,6,5,Monsoon,82.09,123.79,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-24,2018,6,6,Monsoon,60.34,106.1,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-25,2018,6,0,Monsoon,38.95,76.02,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-26,2018,6,1,Monsoon,12.81,71.26,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-27,2018,6,2,Monsoon,50.84,75.33,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-28,2018,6,3,Monsoon,29.95,67.73,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-29,2018,6,4,Monsoon,48.4,61.81,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-06-30,2018,6,5,Monsoon,43.44,74.16,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-01,2018,7,6,Monsoon,39.39,45.85,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-02,2018,7,0,Monsoon,33.2,37.33,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-03,2018,7,1,Monsoon,44.47,67.13,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-04,2018,7,2,Monsoon,46.46,61.36,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-05,2018,7,3,Monsoon,51.6,86.92,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-06,2018,7,4,Monsoon,55.34,83.96,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-07,2018,7,5,Monsoon,63.04,72.73,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-08,2018,7,6,Monsoon,70.11,98.27,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-09,2018,7,0,Monsoon,78.35,60.11,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-10,2018,7,1,Monsoon,48.62,36.04,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-11,2018,7,2,Monsoon,43.88,37.44,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-12,2018,7,3,Monsoon,48.38,36.05,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-13,2018,7,4,Monsoon,29.92,39.86,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-14,2018,7,5,Monsoon,36.29,41.96,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-15,2018,7,6,Monsoon,34.2,32.68,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-16,2018,7,0,Monsoon,46.75,41.37,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-17,2018,7,1,Monsoon,35.7,39.23,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-18,2018,7,2,Monsoon,39.31,42.98,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-19,2018,7,3,Monsoon,60.93,34.22,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-20,2018,7,4,Monsoon,39.01,47.01,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-21,2018,7,5,Monsoon,58.23,55.41,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-22,2018,7,6,Monsoon,25.77,38.21,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-23,2018,7,0,Monsoon,36.11,56.34,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-25,2018,7,2,Monsoon,33.82,3.77,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-26,2018,7,3,Monsoon,32.46,16.86,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-27,2018,7,4,Monsoon,42.84,18.31,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-28,2018,7,5,Monsoon,38.32,4.31,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-29,2018,7,6,Monsoon,49.4,4.8,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-30,2018,7,0,Monsoon,45.43,4.81,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-07-31,2018,7,1,Monsoon,52.26,6.38,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-01,2018,8,2,Monsoon,56.83,13.74,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-02,2018,8,3,Monsoon,88.1,18.49,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-03,2018,8,4,Monsoon,71.92,18.44,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-04,2018,8,5,Monsoon,73.56,41.57,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-05,2018,8,6,Monsoon,69.01,10.8,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-06,2018,8,0,Monsoon,63.76,10.09,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-07,2018,8,1,Monsoon,54.7,10.75,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-08,2018,8,2,Monsoon,45.65,10.68,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-09,2018,8,3,Monsoon,38.56,15.62,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-10,2018,8,4,Monsoon,54.15,16.04,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-11,2018,8,5,Monsoon,37.99,8.05,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-12,2018,8,6,Monsoon,29.35,20.66,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-13,2018,8,0,Monsoon,34.54,58.04,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-14,2018,8,1,Monsoon,50.85,75.4,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-15,2018,8,2,Monsoon,48.65,39.32,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-16,2018,8,3,Monsoon,41.4,62.17,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-17,2018,8,4,Monsoon,39.94,21.92,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-18,2018,8,5,Monsoon,35.1,24.61,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-19,2018,8,6,Monsoon,52.07,20.98,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-20,2018,8,0,Monsoon,77.72,24.27,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-21,2018,8,1,Monsoon,33.89,18.6,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-22,2018,8,2,Monsoon,33.56,17.28,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-23,2018,8,3,Monsoon,32.06,11.84,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-24,2018,8,4,Monsoon,29.68,16.81,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-25,2018,8,5,Monsoon,26.88,9.12,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-26,2018,8,6,Monsoon,31.51,9.7,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-27,2018,8,0,Monsoon,35.25,16.89,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-28,2018,8,1,Monsoon,41.58,27.48,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-29,2018,8,2,Monsoon,35.86,11.56,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-30,2018,8,3,Monsoon,54.7,9.24,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-08-31,2018,8,4,Monsoon,55.72,11.48,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-01,2018,9,5,Monsoon,57.9,13.88,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-02,2018,9,6,Monsoon,48.91,13.07,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-03,2018,9,0,Monsoon,55.79,17.34,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-04,2018,9,1,Monsoon,61.92,13.76,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-05,2018,9,2,Monsoon,45.0,11.52,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-06,2018,9,3,Monsoon,47.17,11.59,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-07,2018,9,4,Monsoon,52.64,18.28,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-08,2018,9,5,Monsoon,49.72,11.45,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-09,2018,9,6,Monsoon,33.73,6.83,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-10,2018,9,0,Monsoon,36.33,7.7,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-11,2018,9,1,Monsoon,33.5,9.27,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-12,2018,9,2,Monsoon,31.2,10.09,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-13,2018,9,3,Monsoon,35.3,8.39,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-14,2018,9,4,Monsoon,38.99,10.16,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-15,2018,9,5,Monsoon,46.35,14.2,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-16,2018,9,6,Monsoon,48.25,20.77,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-17,2018,9,0,Monsoon,60.05,8.49,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-18,2018,9,1,Monsoon,60.73,12.19,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-19,2018,9,2,Monsoon,65.12,18.22,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-20,2018,9,3,Monsoon,86.61,45.96,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-21,2018,9,4,Monsoon,46.36,29.23,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-22,2018,9,5,Monsoon,26.24,28.71,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-23,2018,9,6,Monsoon,34.78,22.13,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-24,2018,9,0,Monsoon,22.39,75.13,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-25,2018,9,1,Monsoon,29.01,40.89,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-26,2018,9,2,Monsoon,46.53,54.25,Satisfactory
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-27,2018,9,3,Monsoon,85.14,58.04,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-28,2018,9,4,Monsoon,97.09,60.82,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-29,2018,9,5,Monsoon,84.45,74.61,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-09-30,2018,9,6,Monsoon,71.07,64.3,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-01,2018,10,0,Post-Monsoon,87.66,76.43,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-02,2018,10,1,Post-Monsoon,86.22,68.2,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-03,2018,10,2,Post-Monsoon,64.49,88.3,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-04,2018,10,3,Post-Monsoon,98.79,91.0,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-05,2018,10,4,Post-Monsoon,131.15,115.87,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-06,2018,10,5,Post-Monsoon,101.17,82.32,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-07,2018,10,6,Post-Monsoon,99.09,87.37,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-08,2018,10,0,Post-Monsoon,144.21,105.57,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-09,2018,10,1,Post-Monsoon,130.56,82.36,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-10,2018,10,2,Post-Monsoon,96.28,79.41,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-11,2018,10,3,Post-Monsoon,73.35,60.71,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-12,2018,10,4,Post-Monsoon,85.74,80.0,Moderate
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-13,2018,10,5,Post-Monsoon,126.71,67.52,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-14,2018,10,6,Post-Monsoon,103.01,63.5,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-15,2018,10,0,Post-Monsoon,135.33,77.93,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-16,2018,10,1,Post-Monsoon,139.3,75.54,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-17,2018,10,2,Post-Monsoon,146.56,63.45,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-18,2018,10,3,Post-Monsoon,134.26,61.18,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-19,2018,10,4,Post-Monsoon,138.97,102.52,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-20,2018,10,5,Post-Monsoon,178.33,123.77,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-21,2018,10,6,Post-Monsoon,155.7,106.33,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-22,2018,10,0,Post-Monsoon,126.57,105.02,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-23,2018,10,1,Post-Monsoon,136.32,112.04,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-24,2018,10,2,Post-Monsoon,184.4,122.85,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-25,2018,10,3,Post-Monsoon,176.33,118.68,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-26,2018,10,4,Post-Monsoon,189.95,66.74,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-27,2018,10,5,Post-Monsoon,218.8,53.31,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-28,2018,10,6,Post-Monsoon,235.15,42.32,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-29,2018,10,0,Post-Monsoon,282.39,50.99,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-30,2018,10,1,Post-Monsoon,266.77,55.51,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-10-31,2018,10,2,Post-Monsoon,228.58,47.71,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-01,2018,11,3,Post-Monsoon,228.14,53.29,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-02,2018,11,4,Post-Monsoon,213.1,54.11,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-03,2018,11,5,Post-Monsoon,173.6,53.82,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-04,2018,11,6,Post-Monsoon,97.5,52.72,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-05,2018,11,0,Post-Monsoon,353.29,81.56,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-06,2018,11,1,Post-Monsoon,184.62,59.96,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-07,2018,11,2,Post-Monsoon,182.72,52.05,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-08,2018,11,3,Post-Monsoon,352.42,65.55,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-09,2018,11,4,Post-Monsoon,310.14,68.64,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-10,2018,11,5,Post-Monsoon,318.78,87.74,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-11,2018,11,6,Post-Monsoon,234.76,98.65,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-12,2018,11,0,Post-Monsoon,286.19,142.28,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-13,2018,11,1,Post-Monsoon,259.45,135.45,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-14,2018,11,2,Post-Monsoon,133.83,89.06,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-15,2018,11,3,Post-Monsoon,99.74,87.2,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-16,2018,11,4,Post-Monsoon,147.95,85.08,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-17,2018,11,5,Post-Monsoon,140.13,98.37,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-18,2018,11,6,Post-Monsoon,152.33,94.39,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-19,2018,11,0,Post-Monsoon,172.12,104.95,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-20,2018,11,1,Post-Monsoon,212.17,114.58,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-21,2018,11,2,Post-Monsoon,231.17,111.46,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-22,2018,11,3,Post-Monsoon,131.41,137.53,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-23,2018,11,4,Post-Monsoon,170.91,116.14,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-24,2018,11,5,Post-Monsoon,107.62,84.73,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-25,2018,11,6,Post-Monsoon,119.09,106.22,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-26,2018,11,0,Post-Monsoon,218.07,116.89,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-27,2018,11,1,Post-Monsoon,193.34,91.94,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-28,2018,11,2,Post-Monsoon,192.03,93.92,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-29,2018,11,3,Post-Monsoon,185.16,106.39,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-11-30,2018,11,4,Post-Monsoon,187.02,109.56,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-01,2018,12,5,Winter,170.78,99.65,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-02,2018,12,6,Winter,185.91,92.94,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-03,2018,12,0,Winter,213.91,111.66,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-04,2018,12,1,Winter,219.36,114.83,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-05,2018,12,2,Winter,212.34,100.96,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-06,2018,12,3,Winter,226.33,114.04,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-07,2018,12,4,Winter,226.68,93.25,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-08,2018,12,5,Winter,250.16,102.93,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-09,2018,12,6,Winter,298.5,109.58,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-10,2018,12,0,Winter,316.52,97.85,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-11,2018,12,1,Winter,320.12,98.82,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-12,2018,12,2,Winter,208.03,81.35,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-13,2018,12,3,Winter,107.36,73.59,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-14,2018,12,4,Winter,127.32,76.97,Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-15,2018,12,5,Winter,133.25,77.97,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-16,2018,12,6,Winter,166.79,81.39,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-17,2018,12,0,Winter,220.61,95.87,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-18,2018,12,1,Winter,198.96,102.59,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-19,2018,12,2,Winter,181.96,103.1,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-20,2018,12,3,Winter,259.62,97.55,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-21,2018,12,4,Winter,291.96,100.21,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-22,2018,12,5,Winter,357.67,130.05,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-23,2018,12,6,Winter,443.18,85.65,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-24,2018,12,0,Winter,422.6,96.75,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-25,2018,12,1,Winter,301.57,86.46,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-26,2018,12,2,Winter,254.66,91.59,Very Poor
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-27,2018,12,3,Winter,274.6,78.54,Severe
Delhi,DL031,"R K Puram, Delhi - DPCC",2018-12-28,2018,12,4,Winter,259.85,60.58,Severe
